,Concessionaria,Periodo,Praca,lat,lon,Tipo,Eixos,Volume_total
199,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Veículos Oficiais,0.0,17008
200,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,2.0,115413
201,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,3.0,950
202,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,4.0,195
203,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,2.0,23762
204,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,3.0,32466
205,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,4.0,27395
206,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,5.0,18361
207,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,6.0,35163
208,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Motocicletas,2.0,2786
209,Autopista Fernão Dias,2022-03-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Veículos Oficiais,0.0,15737
210,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,2.0,101751
211,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,3.0,833
212,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,4.0,172
213,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,2.0,21256
214,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,3.0,27880
215,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,4.0,22556
216,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,5.0,16032
217,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,6.0,27159
218,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Motocicletas,2.0,2790
219,Autopista Fernão Dias,2022-03-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Veículos Oficiais,0.0,9442
220,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,2.0,101488
221,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,3.0,749
222,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,4.0,141
223,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,2.0,20958
224,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,3.0,26512
225,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,4.0,22549
226,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,5.0,15896
227,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,6.0,26810
228,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Motocicletas,2.0,4036
229,Autopista Fernão Dias,2022-03-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Veículos Oficiais,0.0,8915
230,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,2.0,126624
231,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,3.0,1041
232,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,4.0,191
233,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,2.0,23580
234,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,3.0,27713
235,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,4.0,23357
236,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,5.0,16122
237,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,6.0,26392
238,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Motocicletas,2.0,4002
239,Autopista Fernão Dias,2022-03-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Veículos Oficiais,0.0,8547
240,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,2.0,794718
241,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,3.0,1908
242,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,4.0,241
243,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,2.0,57405
244,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,3.0,37177
245,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,4.0,22863
246,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,5.0,14963
247,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,6.0,20817
248,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Motocicletas,2.0,29933
249,Autopista Fernão Dias,2022-04-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Veículos Oficiais,0.0,11069
250,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,2.0,341179
251,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,3.0,1428
252,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,4.0,304
253,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,2.0,41372
254,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,3.0,37199
255,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,4.0,33104
256,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,5.0,22417
257,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,6.0,34967
258,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Motocicletas,2.0,11847
259,Autopista Fernão Dias,2022-04-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Veículos Oficiais,0.0,16975
260,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,2.0,197943
261,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,3.0,1111
262,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,4.0,228
263,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,2.0,28783
264,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,3.0,30648
265,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,4.0,26897
266,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,5.0,19475
267,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,6.0,32493
268,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Motocicletas,2.0,5869
269,Autopista Fernão Dias,2022-04-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Veículos Oficiais,0.0,16656
270,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,2.0,135649
271,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,3.0,998
272,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,4.0,182
273,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,2.0,23053
274,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,3.0,29983
275,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,4.0,25636
276,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,5.0,18082
277,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,6.0,34285
278,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Motocicletas,2.0,3291
279,Autopista Fernão Dias,2022-04-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Veículos Oficiais,0.0,16306
280,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,2.0,124648
281,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,3.0,909
282,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,4.0,170
283,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,2.0,21160
284,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,3.0,29891
285,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,4.0,25619
286,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,5.0,17214
287,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,6.0,33831
288,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Motocicletas,2.0,3165
289,Autopista Fernão Dias,2022-04-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Veículos Oficiais,0.0,15317
290,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,2.0,110805
291,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,3.0,781
292,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,4.0,161
293,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,2.0,19063
294,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,3.0,26154
295,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,4.0,21254
296,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,5.0,15287
297,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,6.0,26578
298,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Motocicletas,2.0,3017
299,Autopista Fernão Dias,2022-04-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Veículos Oficiais,0.0,9706
300,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,2.0,111356
301,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,3.0,770
302,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,4.0,148
303,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,2.0,19247
304,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,3.0,24946
305,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,4.0,21082
306,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,5.0,15131
307,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,6.0,26223
308,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Motocicletas,2.0,4011
309,Autopista Fernão Dias,2022-04-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Veículos Oficiais,0.0,9167
310,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,2.0,139240
311,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,3.0,1013
312,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,4.0,228
313,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,2.0,21520
314,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,3.0,25848
315,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,4.0,21775
316,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,5.0,15251
317,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,6.0,25795
318,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Motocicletas,2.0,3925
319,Autopista Fernão Dias,2022-04-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Veículos Oficiais,0.0,8867
320,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,2.0,773641
321,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,3.0,1918
322,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,4.0,282
323,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,2.0,62510
324,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,3.0,40189
325,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,4.0,24475
326,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,5.0,16312
327,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,6.0,21914
328,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Motocicletas,2.0,28501
329,Autopista Fernão Dias,2022-05-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Veículos Oficiais,0.0,11135
330,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,2.0,323554
331,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,3.0,1397
332,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,4.0,269
333,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,2.0,44873
334,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,3.0,40483
335,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,4.0,35543
336,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,5.0,24584
337,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,6.0,37512
338,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Motocicletas,2.0,11078
339,Autopista Fernão Dias,2022-05-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Veículos Oficiais,0.0,17715
340,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,2.0,182318
341,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,3.0,1161
342,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,4.0,209
343,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,2.0,31138
344,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,3.0,33294
345,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,4.0,28782
346,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,5.0,21288
347,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,6.0,34784
348,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Motocicletas,2.0,5192
349,Autopista Fernão Dias,2022-05-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Veículos Oficiais,0.0,17256
350,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,2.0,121743
351,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,3.0,1050
352,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,4.0,188
353,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,2.0,24931
354,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,3.0,32727
355,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,4.0,28023
356,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,5.0,19906
357,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,6.0,37263
358,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Motocicletas,2.0,2673
359,Autopista Fernão Dias,2022-05-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Veículos Oficiais,0.0,17264
360,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,2.0,112546
361,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,3.0,954
362,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,4.0,181
363,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,2.0,22737
364,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,3.0,32304
365,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,4.0,27947
366,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,5.0,18873
367,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,6.0,36622
368,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Motocicletas,2.0,2737
369,Autopista Fernão Dias,2022-05-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Veículos Oficiais,0.0,16226
370,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,2.0,100526
371,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,3.0,881
372,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,4.0,162
373,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,2.0,20483
374,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,3.0,28424
375,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,4.0,23320
376,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,5.0,16579
377,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,6.0,29093
378,Autopista Fernão Dias,2022-05-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Motocicletas,2.0,2733
